FPR_Class0,TPR_Class0
0.33896,0.80999
0.34114,0.80999
0.34114,0.81046
0.34239,0.81046
0.34239,0.81092
0.34427,0.81092
0.34427,0.81139
0.34552,0.81139
0.34552,0.81186
0.34989,0.81186
0.34989,0.81232
0.35676,0.81232
0.35676,0.81279
0.35801,0.81279
0.35801,0.81326
0.35958,0.81326
0.35958,0.81373
0.36582,0.81373
0.36582,0.81419
0.36676,0.81419
0.36676,0.81466
0.37520,0.81466
0.37520,0.81513
0.38769,0.81513
0.38769,0.81559
0.39113,0.81559
0.39113,0.81606
0.39456,0.81606
0.39456,0.81653
0.39613,0.81653
0.39613,0.81699
0.40112,0.81699
0.40112,0.81746
0.41924,0.81746
0.41987,0.81746
0.43080,0.81746
0.43143,0.81746
0.43268,0.81746
0.43268,0.81793
0.43955,0.81793
0.43955,0.81839
0.44580,0.81839
0.44580,0.81933
0.45173,0.81933
0.45173,0.81979
0.45486,0.81979
0.45486,0.82026
0.46017,0.82026
0.46017,0.82073
0.47673,0.82073
0.47673,0.82120
0.47923,0.82120
0.47923,0.82166
0.47954,0.82166
0.47954,0.82213
0.48079,0.82213
0.48079,0.82260
0.48391,0.82260
0.48391,0.82306
0.49672,0.82306
0.49672,0.82353
0.50703,0.82353
0.50703,0.82400
0.52359,0.82400
0.52421,0.82400
0.52671,0.82400
0.52671,0.82446
0.53390,0.82446
0.53390,0.82493
0.54327,0.82493
0.54327,0.82540
0.54733,0.82540
0.54795,0.82540
0.55077,0.82540
0.55077,0.82586
0.55920,0.82586
0.55983,0.82586
0.57076,0.82586
0.57138,0.82586
0.57669,0.82586
0.57669,0.82633
0.57826,0.82633
0.57888,0.82633
0.60762,0.82633
0.60762,0.82680
0.61106,0.82680
0.61168,0.82680
0.61200,0.82680
0.61262,0.82680
0.62262,0.82680
0.62324,0.82680
0.63605,0.82680
0.63605,0.82726
0.63761,0.82726
0.63824,0.82726
0.65886,0.82726
0.65886,0.82773
0.67135,0.82773
0.67198,0.82773
0.68635,0.82773
0.68635,0.82820
0.69228,0.82820
0.69291,0.82820
0.72321,0.82820
0.72321,0.82866
0.72790,0.82866
0.72852,0.82866
0.74008,0.82866
0.74008,0.82913
0.75383,0.82913
0.75445,0.82913
0.76601,0.82913
0.76664,0.82913
0.76820,0.82913
0.76820,0.82960
0.78007,0.82960
0.78069,0.82960
0.78788,0.82960
0.78850,0.82960
0.79725,0.82960
0.79788,0.82960
0.81443,0.82960
0.81443,0.83007
0.83318,0.83007
0.83318,0.83053
0.86161,0.83053
0.86223,0.83053
0.86598,0.83053
0.86660,0.83053
0.86817,0.83053
0.86879,0.83053
0.87848,0.83053
0.87910,0.83053
